Receptor,Smiles,Ligand_ID,Action,Database,Ki
5HT2A,CN1CCCCC1CCN1c2c(Cl)cc(Cl)cc2Sc2cc(Cl)cc(Cl)c21.Cl,CHEMBL4797066,Modulator,ChEMBL,1244.0
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCCCC5)cc4)CC3)noc2c1,CHEMBL4861311,Antagonist,ChEMBL,9.4
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(F)cc2s1,CHEMBL4754193,Antagonist,ChEMBL,0.3981
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,CHEMBL4795995,Antagonist,ChEMBL,3.162
5HT2A,Cc1c(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(F)cc12,CHEMBL4778418,Antagonist,ChEMBL,3.89
5HT2A,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(OC(F)(F)F)cc32)CCN1C,CHEMBL4745489,Antagonist,ChEMBL,0.14
5HT2A,CSc1cccc2c1C(=O)N1CCNCC21,CHEMBL220207,Antagonist,ChEMBL,216.0
5HT2A,C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,CHEMBL493054,Modulator,ChEMBL,338.0
5HT2A,Cc1cccc(-c2n[nH]cc2N2CCCNCC2)c1,CHEMBL4876193,Modulator,ChEMBL,3617.0
5HT2A,CNc1ccc(-c2c3c(nn2C(C)C)CCNCC3)cc1,CHEMBL4789085,Antagonist,ChEMBL,3.0
5HT2A,CC(C)n1nc2c(c1-c1ccc(Cl)cc1)CCNCC2,CHEMBL4784845,Antagonist,ChEMBL,1.0
5HT2A,c1ccc(-c2c3c(nn2C2CCC2)CCNCC3)cc1,CHEMBL4788327,Antagonist,ChEMBL,3.0
5HT2A,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)c(Cl)c1,CHEMBL4750587,Antagonist,ChEMBL,6.457
5HT2A,O=C(CN1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1)N(c1ccccc1)C1CCCCC1,CHEMBL4790303,Antagonist,ChEMBL,206.71
5HT2A,Cn1ccc2c(S(=O)(=O)N[C@@H]3CCN(CCCc4noc5ccccc45)C3)cccc21,CHEMBL4742856,Antagonist,ChEMBL,9.12
5HT2A,Cc1cccc(S(=O)(=O)N[C@@H]2CCN(CCCc3noc4ccccc34)C2)c1,CHEMBL4750664,Antagonist,ChEMBL,4.266
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)cc1,CHEMBL4758402,Antagonist,ChEMBL,11.48
5HT2A,O=C1c2c(O)cccc2C2CNCCN12,CHEMBL387344,Antagonist,ChEMBL,1670.0
5HT2A,COc1cccc2c1C(=O)N1CCNCC21,CHEMBL376456,Antagonist,ChEMBL,3280.0
5HT2A,COc1ccc2cc(S(=O)(=O)N[C@H]3CCN(CCCc4noc5ccccc45)C3)ccc2c1,CHEMBL4764557,Antagonist,ChEMBL,5.754
5HT2A,Cc1c(S(=O)(=O)N[C@@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(F)cc12,CHEMBL4747978,Antagonist,ChEMBL,0.7943
5HT2A,Cc1c(S(=O)(=O)N[C@@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12,CHEMBL4780470,Antagonist,ChEMBL,2.818
5HT2A,COc1ccc2[nH]c3c(c2c1)CCN=C3C,CHEMBL338115,Modulator,ChEMBL,4200.0
5HT2A,CCc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2,CHEMBL4760903,Antagonist,ChEMBL,0.14
5HT2A,COc1ccccc1N1CCN(CCCCCN2C(=O)c3ccccc3S2(=O)=O)CC1,CHEMBL4860754,Modulator,ChEMBL,584.0
5HT2A,CC(C)n1nc2c(c1-c1ccccc1)CCNCC2,CHEMBL4788223,Antagonist,ChEMBL,24.0
5HT2A,O=C1c2c(cccc2C(F)(F)F)[C@@H]2CNCCN12,CHEMBL222514,Antagonist,ChEMBL,59.0
5HT2A,O=C1c2c(cccc2C(F)(F)F)C2CNCCN12,CHEMBL220274,Antagonist,ChEMBL,110.0
5HT2A,CCCCc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,CHEMBL373483,Antagonist,ChEMBL,627.0
5HT2A,COc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,CHEMBL220211,Antagonist,ChEMBL,1400.0
5HT2A,O=C1c2c(cc(CO)cc2C(F)(F)F)[C@@H]2CNCCN12,CHEMBL374659,Antagonist,ChEMBL,3050.0
5HT2A,Cc1ccc(Cl)c2c1[C@@H]1CNCCN1C2=O,CHEMBL223292,Antagonist,ChEMBL,4010.0
5HT2A,CC[C@@H]1NCCN2C(=O)c3c(cccc3C(F)(F)F)[C@H]12,CHEMBL375302,Antagonist,ChEMBL,91.0
5HT2A,O=C1c2c(Cl)cccc2C2CNCCN12,CHEMBL223896,Antagonist,ChEMBL,586.0
5HT2A,CCOc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2,CHEMBL4758966,Antagonist,ChEMBL,0.091
5HT2A,O=S1(=O)N(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)c2cccc3c2N1CCC3,CHEMBL5204088,Modulator,ChEMBL,282.0
5HT2A,CN1CCN2C(=O)c3c(cccc3C(F)(F)F)[C@@H]2C1,CHEMBL375642,Antagonist,ChEMBL,4120.0
5HT2A,COc1ccc(Cl)c2c1[C@@H]1CNCCN1C2=O,CHEMBL373531,Antagonist,ChEMBL,86.0
5HT2A,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(=O)(=O)c2ccc(N)c(Br)c2)CC1,CHEMBL4780536,Modulator,ChEMBL,330.0
5HT2A,C[C@H]1C[C@H](NS(=O)(=O)c2ccc(F)c(Cl)c2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5093017,Modulator,ChEMBL,3.548
5HT2A,C[C@H]1C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5088232,Modulator,ChEMBL,1.514
5HT2A,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)CCC1CCCC1,CHEMBL1181770,Antagonist,ChEMBL,2000.0
5HT2A,Cc1ccc(-c2n[nH]cc2N2CCCNCC2)cc1,CHEMBL4863868,Modulator,ChEMBL,4270.0
5HT2A,COc1ccc(-c2c3c(nn2C(C)C)CCNCC3)cc1,CHEMBL4752099,Antagonist,ChEMBL,3.0
5HT2A,c1ccc(-c2c3c(nn2-c2ccccc2)CCNCC3)cc1,CHEMBL4750414,Antagonist,ChEMBL,600.0
5HT2A,CCn1nc2c(c1-c1ccccc1)CCNCC2,CHEMBL4795756,Antagonist,ChEMBL,60.0
5HT2A,O=c1n(CCCCCCN2CCN(c3cccc4c3OCCO4)CC2)nc2ccccn12,CHEMBL5189101,Modulator,ChEMBL,434.0
5HT2A,O=C(NCCCCCCn1nc2ccccn2c1=O)N1CCN(c2cccc(Cl)c2)CC1,CHEMBL5204274,Modulator,ChEMBL,530.0
5HT2A,O=c1n(Cc2ccc(CN3CCN(c4cccc(Cl)c4)CC3)cc2)nc2ccccn12,CHEMBL5186688,Modulator,ChEMBL,1067.0
5HT2A,O=C(c1ccccc1)N1CCN(CCCN2CCN(c3ccccc3)CC2)CC1,CHEMBL5173564,Antagonist,ChEMBL,6500.0
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL238916,Modulator,ChEMBL,2250.0
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL4874914,Modulator,ChEMBL,162.0
5HT2A,COc1ccc(N2CCN(CCCN3CCN(c4ncccc4C#N)CC3)CC2)cc1,CHEMBL5193798,Antagonist,ChEMBL,40000.0
5HT2A,O=C(CCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL4289498,Antagonist,ChEMBL,0.7
5HT2A,Cc1cc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1CN1CCCC1,CHEMBL4857350,Antagonist,ChEMBL,11.5
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)cc4F)CC3)noc2c1,CHEMBL4859348,Antagonist,ChEMBL,6.5
5HT2A,CC[C@@H]1CN2CCc3c([nH]c4cccc(OC)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,CHEMBL299031,Agonist,ChEMBL,5010.0
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1csc2ccccc12,CHEMBL4793608,Antagonist,ChEMBL,0.4169
5HT2A,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2o1,CHEMBL4753094,Antagonist,ChEMBL,0.2455
5HT2A,Cn1ccc2c(S(=O)(=O)N[C@H]3CCN(CCCc4noc5ccccc45)C3)cccc21,CHEMBL4749824,Antagonist,ChEMBL,1.288
5HT2A,Cc1c(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12,CHEMBL4790020,Antagonist,ChEMBL,8.913
5HT2A,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1,CHEMBL4741142,Antagonist,ChEMBL,1.549
5HT2A,Fc1cccc(-c2n[nH]cc2N2CCCNCC2)c1,CHEMBL4866412,Modulator,ChEMBL,2439.0
5HT2A,CC(=O)Nc1ccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1,CHEMBL4794963,Modulator,ChEMBL,223.7
5HT2A,OC1c2ccc(F)cc2CC1CCN1CCN(c2ccccn2)CC1,CHEMBL4866053,Modulator,ChEMBL,580.0
5HT2A,COc1ccccc1-c1cc(C2CCN(C)C2)ccc1Cl,CHEMBL5083607,Modulator,ChEMBL,1200.0
5HT2A,FC(F)(F)CCc1ccnc2c1CC[C@@H]1CNCCN21,CHEMBL4206126,Agonist,ChEMBL,50.12
5HT2A,O=c1n(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)c2cccc3c2n1CCC3,CHEMBL5201984,Modulator,ChEMBL,66.0
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4)CC3)noc2c1,CHEMBL4870716,Antagonist,ChEMBL,4.4
5HT2A,Fc1ccc2c(C3CCN(CCCCOc4ccc(CN5CCOCC5)cc4)CC3)noc2c1,CHEMBL4856753,Antagonist,ChEMBL,4.5
5HT2A,CN1CCN(Cc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1,CHEMBL4865907,Antagonist,ChEMBL,4.7
5HT2A,COc1cc(CCNCc2ccccc2O[11CH3])c(OC)cc1Br,CHEMBL5203398,Agonist,ChEMBL,0.5
5HT2A,COc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)c(O)c1,CHEMBL5204071,Agonist,ChEMBL,250.0
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,CHEMBL8412,Modulator,ChEMBL,14980.0
5HT2A,COc1ccccc1N1CCN(CCCCCCN2C(=O)c3ccccc3S2(=O)=O)CC1,CHEMBL4565558,Modulator,ChEMBL,764.0
5HT2A,[2H]c1c([2H])c([2H])c([C@@H]2C[C@@H](N3CCN(C([2H])([2H])[2H])C(C)(C)C3)c3cc(Cl)ccc32)c([2H])c1[2H],CHEMBL5191141,Modulator,ChEMBL,0.96
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCC5)cc4)CC3)noc2c1,CHEMBL4852663,Antagonist,ChEMBL,8.6
5HT2A,Nc1nc(N)nc(NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1,CHEMBL5170808,Antagonist,ChEMBL,24.0
5HT2A,Nc1nc(N)nc(NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1,CHEMBL5191557,Antagonist,ChEMBL,17.0
5HT2A,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(C(F)(F)F)cc1,CHEMBL5089348,Modulator,ChEMBL,1.95
5HT2A,Nc1nc(N)nc(NCCCCN2CCN(c3ccccc3)CC2)n1,CHEMBL5186821,Antagonist,ChEMBL,2619.0
5HT2A,Nc1nc(N)nc(NCCCCCCN2CCN(c3ccccc3)CC2)n1,CHEMBL5205324,Antagonist,ChEMBL,3265.0
5HT2A,Cc1c(S(=O)(=O)N[C@H]2C[C@H](C)N(CCCc3noc4cc(F)ccc34)C2)sc2ccc(Cl)cc12,CHEMBL5079536,Modulator,ChEMBL,6.918
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccccn2)CC1,CHEMBL4853700,Modulator,ChEMBL,1438.0
5HT2A,Cc1cccc(S(=O)(=O)n2ccc3c(N4CCNCC4)nc4ccccc4c32)c1,CHEMBL4870374,Modulator,ChEMBL,4631.0
5HT2A,Nc1nc(NCCc2c[nH]c3ccccc23)nc(N2CCN(c3cccc(Cl)c3Cl)CC2)n1,CHEMBL5201719,Antagonist,ChEMBL,7910.0
5HT2A,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5073337,Modulator,ChEMBL,4.169
5HT2A,CN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,CHEMBL4759730,Modulator,ChEMBL,41.0
5HT2A,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,CHEMBL267932,Antagonist,ChEMBL,8.8
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)cc4)CC3)noc2c1,CHEMBL4865735,Antagonist,ChEMBL,5.1
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ncccn2)CC1,CHEMBL4470487,Modulator,ChEMBL,183.0
5HT2A,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1csc2ccccc12,CHEMBL4782149,Antagonist,ChEMBL,1.096
5HT2A,Fc1ccc(CCCCN2C3CCC2CN(c2ccc(Cl)cn2)C3)cc1,CHEMBL4746695,Modulator,ChEMBL,94.0
5HT2A,CCCc1cncc2c1CC[C@@H]1CNCCN21,CHEMBL4218374,Agonist,ChEMBL,39.81
5HT2A,c1ccc(Cc2cncc3c2CC[C@@H]2CNCCN32)cc1,CHEMBL4778570,Agonist,ChEMBL,2.512
5HT2A,C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,CHEMBL4741978,Modulator,ChEMBL,420.0
5HT2A,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)c3ccco3)CC2)CCc2ccc(Cl)cc21,CHEMBL4780335,Modulator,ChEMBL,77.3
5HT2A,COc1cc(CN2CCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL4877940,Antagonist,ChEMBL,10.8
5HT2A,Fc1ccc(-c2c3c(nn2C2CC2)CCNCC3)cc1,CHEMBL4762886,Antagonist,ChEMBL,6.0
5HT2A,CC(C)n1nc2c(c1-c1ccc(OC(F)(F)F)cc1)CCNCC2,CHEMBL4760784,Antagonist,ChEMBL,40.0
5HT2A,CC(C)n1nc2c(c1-c1ccc(C(F)(F)F)cc1)CCNCC2,CHEMBL4791646,Antagonist,ChEMBL,2.0
5HT2A,Cc1ccc(-c2c3c(nn2C(C)C)CCNCC3)cc1,CHEMBL4746737,Antagonist,ChEMBL,1.0
5HT2A,CN1CCN(CCCN2C(=O)c3ccccc3/C=C\c3ccccc32)CC1,CHEMBL4796968,Modulator,ChEMBL,48300.0
5HT2A,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,CHEMBL2105760,Modulator,ChEMBL,0.47
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL4860626,Modulator,ChEMBL,2580.0
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL4569757,Modulator,ChEMBL,299.0
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCOCC5)cc4)CC3)noc2c1,CHEMBL4867978,Antagonist,ChEMBL,8.4
5HT2A,CCNCCc1ccc(Cl)c(-c2ccccc2OC)c1.Cl,CHEMBL5094234,Modulator,ChEMBL,520.0
5HT2A,Cc1nc2c(c(=O)n1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCCC2,CHEMBL5267849,Antagonist,ChEMBL,2.63
5HT2A,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)cc1,CHEMBL5077178,Modulator,ChEMBL,13.49
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL4849583,Modulator,ChEMBL,700.0
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccc(Cl)cc2)CC1,CHEMBL4439795,Modulator,ChEMBL,299.0
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL4869198,Modulator,ChEMBL,126.0
5HT2A,Clc1cccc(-c2n[nH]cc2N2CCNCC2)c1,CHEMBL4848305,Modulator,ChEMBL,833.0
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4Cl)CC3)noc2c1,CHEMBL4853342,Antagonist,ChEMBL,5.7
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCC5)cc4Cl)CC3)noc2c1,CHEMBL4879054,Antagonist,ChEMBL,10.1
5HT2A,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21,CHEMBL4846153,Modulator,ChEMBL,1666.0
5HT2A,CC(=O)NCc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1,CHEMBL4764639,Modulator,ChEMBL,141.1
5HT2A,O=C1c2ccc(F)cc2CC1CCN1CCN(c2ccccn2)CC1,CHEMBL4871850,Modulator,ChEMBL,75.9
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)c(F)c4)CC3)noc2c1,CHEMBL4878271,Antagonist,ChEMBL,5.2
5HT2A,CN1CCN(Cc2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1,CHEMBL4846866,Antagonist,ChEMBL,4.3
5HT2A,CN1CCN(CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1,CHEMBL4857918,Antagonist,ChEMBL,8.6
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(Cl)cc2s1,CHEMBL4751063,Antagonist,ChEMBL,0.7943
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc3ccccc23)CC1,CHEMBL4866981,Modulator,ChEMBL,105.0
5HT2A,CC(C)n1nc2c(c1-c1ccc(Cl)cc1Cl)CCNCC2,CHEMBL4745055,Antagonist,ChEMBL,15.0
5HT2A,CN(C)CCCN1C(=O)c2ccccc2/C=C\c2ccccc21,CHEMBL4756446,Modulator,ChEMBL,17100.0
5HT2A,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1cccc(F)c1,CHEMBL5083505,Modulator,ChEMBL,39.81
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1,CHEMBL4784228,Antagonist,ChEMBL,4.169
5HT2A,COc1cc(CN2CCCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL4870307,Antagonist,ChEMBL,9.0
5HT2A,CNCc1ccc(Cl)c(-c2ccccc2OC)c1,CHEMBL3961059,Modulator,ChEMBL,380.0
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4F)CC3)noc2c1,CHEMBL4860828,Antagonist,ChEMBL,5.6
5HT2A,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(F)cc2s1,CHEMBL4762226,Antagonist,ChEMBL,1.096
5HT2A,Cc1cccc(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)c1,CHEMBL4779739,Antagonist,ChEMBL,1.023
5HT2A,CC(=O)Nc1ccc(OCCCN2CCN(c3ccccn3)CC2)cc1,CHEMBL4745313,Modulator,ChEMBL,2341.0
5HT2A,CN1CCCCC1CCN1c2ccc(Br)cc2[Se]c2cc(Br)ccc21.Cl,CHEMBL4778666,Modulator,ChEMBL,1762.0
5HT2A,CC(=O)Nc1ccc(OCCCN2CCN(c3cccc4ccsc34)CC2)cc1,CHEMBL4764692,Modulator,ChEMBL,109.0
5HT2A,FC(F)(F)CCc1cccc2c1CC[C@@H]1CNCCN21,CHEMBL4757718,Agonist,ChEMBL,19.95
5HT2A,CC(C)Cc1ccnc2c1CC[C@@H]1CNCCN21,CHEMBL4777852,Agonist,ChEMBL,25.12
5HT2A,COCc1ccnc2c1CC[C@@H]1CNCCN21,CHEMBL4785566,Agonist,ChEMBL,100.0
5HT2A,Cc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2,CHEMBL4745124,Antagonist,ChEMBL,0.094
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2o1,CHEMBL4764006,Antagonist,ChEMBL,0.3467
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2ccccc2c1,CHEMBL4747225,Antagonist,ChEMBL,0.2455
5HT2A,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)CC4(CCCC4)CC3=O)CC2)CCc2ccc(Cl)cc21,CHEMBL4753808,Modulator,ChEMBL,16.2
5HT2A,O=S(=O)(c1cccc(F)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21,CHEMBL4867565,Modulator,ChEMBL,3005.0
5HT2A,Cc1ccc2sc(S(=O)(=O)N[C@H]3CCN(CCCc4noc5ccccc45)C3)cc2c1,CHEMBL4784414,Antagonist,ChEMBL,1.349
5HT2A,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccccc3s2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5090557,Modulator,ChEMBL,0.6918
5HT2A,COc1cc2c(cc1OC)-c1c(OC)c(OCc3ccc(Br)cc3)cc3c1[C@H](C2)N(C)CC3,CHEMBL5195241,Antagonist,ChEMBL,20.0
5HT2A,CCCCC(C)Oc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,CHEMBL3581251,Antagonist,ChEMBL,446.0
5HT2A,COc1cc2c(cc1OC1CCCCC1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,CHEMBL3581253,Antagonist,ChEMBL,570.0
5HT2A,CC1CCN(CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1,CHEMBL4861193,Antagonist,ChEMBL,42.9
5HT2A,Fc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1,CHEMBL1940418,Modulator,ChEMBL,50.0
5HT2A,CC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1F,CHEMBL4790699,Modulator,ChEMBL,41.8
5HT2A,C[C@H]1C[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5085390,Modulator,ChEMBL,12.88
5HT2A,Cc1cccc(S(=O)(=O)CC2CCN(CCCc3noc4cc(F)ccc34)C2)c1,CHEMBL5080305,Modulator,ChEMBL,5.888
5HT2A,CCCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,CHEMBL3580670,Antagonist,ChEMBL,239.0
5HT2A,Nc1nc(NCCOc2cccc(Cl)c2Cl)nc(NCCc2c[nH]c3ccccc23)n1,CHEMBL5197266,Antagonist,ChEMBL,2637.0
5HT2A,CC(=O)Nc1ccc(OCCCN2CCN(c3nsc4ccccc34)CC2)cc1,CHEMBL4777055,Modulator,ChEMBL,116.9
5HT2A,COc1ccccc1N1CCN(CCCCCCNc2nc(N)nc(N)n2)CC1,CHEMBL5197911,Antagonist,ChEMBL,1455.0
5HT2A,c1ccc(-c2c3c(nn2C2CC2)CCNCC3)cc1,CHEMBL4785470,Antagonist,ChEMBL,30.0
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1,CHEMBL4760655,Antagonist,ChEMBL,5.37
5HT2A,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)c(Cl)c1,CHEMBL4775997,Antagonist,ChEMBL,5.248
5HT2A,Cc1ccc(S(=O)(=O)CC2CCN(CCCc3noc4cc(F)ccc34)C2)cc1C,CHEMBL5092755,Modulator,ChEMBL,1.698
5HT2A,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)c(F)c1,CHEMBL5093250,Modulator,ChEMBL,12.88
5HT2A,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(Cl)c(Cl)c1,CHEMBL5077755,Modulator,ChEMBL,1.698
5HT2A,Clc1cccc(-c2n[nH]cc2N2CCCNCC2)c1,CHEMBL4877603,Modulator,ChEMBL,894.0
5HT2A,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)c(F)c4)CC3)noc2c1,CHEMBL4876719,Antagonist,ChEMBL,6.2
5HT2A,CC[Si](C#Cc1cccc2c1OC(C(F)(F)F)C([N+](=O)[O-])=C2)(CC)CC,CHEMBL5274312,Antagonist,ChEMBL,4200.0
5HT2A,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1,CHEMBL4748107,Antagonist,ChEMBL,19.5
5HT2A,c1ccc(Cc2ccnc3c2CC[C@@H]2CNCCN32)cc1,CHEMBL4213379,Agonist,ChEMBL,1.259
5HT2A,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21,CHEMBL4799863,Modulator,ChEMBL,25.6
5HT2A,Fc1ccc(-c2c3c(nn2C2CCC2)CCNCC3)cc1,CHEMBL4782005,Antagonist,ChEMBL,1.0
5HT2A,CC(C)n1nc2c(c1-c1ccc(C#N)cc1)CCNCC2,CHEMBL4743582,Antagonist,ChEMBL,5.0
5HT2A,Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1,CHEMBL4205783,Antagonist,ChEMBL,100.0
5HT2A,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ncccn2)CC1,CHEMBL4873100,Modulator,ChEMBL,6306.0
5HT2A,CN1CCN(c2nc(N)nc(C(C)(C)Sc3ccc4ccccc4c3)n2)CC1,CHEMBL5219240,Antagonist,ChEMBL,39.0
5HT2A,CC(=O)N(C)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1,CHEMBL4792709,Modulator,ChEMBL,12.7
