Receptor,Ligand,Action,Smiles
5HT2A,CHEMBL4784228,Antagonist,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1
5HT2A,CHEMBL4749144,Antagonist,O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1
5HT2A,CHEMBL4870307,Antagonist,COc1cc(CN2CCCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
5HT2A,CHEMBL5201835,Agonist,Cl.Oc1cc(Br)ccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2A,CHEMBL5186011,Agonist,Cc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)c(C)c1.Cl
5HT2A,CHEMBL5201903,Agonist,Cl.Oc1cc(Cl)ccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2A,CHEMBL5172342,Agonist,CCC1NCCc2c1[nH]c1ccc(O)cc21.Cl
5HT2A,CHEMBL3961059,Modulator,CNCc1ccc(Cl)c(-c2ccccc2OC)c1
5HT2A,CHEMBL5177208,Agonist,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(F)cc32)c1
5HT2A,CHEMBL4860828,Antagonist,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4F)CC3)noc2c1
5HT2A,CHEMBL4762226,Antagonist,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(F)cc2s1
5HT2A,CHEMBL4779739,Antagonist,Cc1cccc(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)c1
5HT2A,CHEMBL4745313,Modulator,CC(=O)Nc1ccc(OCCCN2CCN(c3ccccn3)CC2)cc1
5HT2A,CHEMBL4778666,Modulator,CN1CCCCC1CCN1c2ccc(Br)cc2[Se]c2cc(Br)ccc21.Cl
5HT2A,CHEMBL3342332,Antagonist,CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1
5HT2A,CHEMBL4764692,Modulator,CC(=O)Nc1ccc(OCCCN2CCN(c3cccc4ccsc34)CC2)cc1
5HT2A,CHEMBL4800666,Agonist,CCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
5HT2A,CHEMBL4759878,Agonist,C=C(F)COc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl
5HT2A,CHEMBL4794013,Antagonist,CC(C)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1
5HT2A,CHEMBL4777852,Agonist,CC(C)Cc1ccnc2c1CC[C@@H]1CNCCN21
5HT2A,CHEMBL4785566,Agonist,COCc1ccnc2c1CC[C@@H]1CNCCN21
5HT2A,CHEMBL4859722,Modulator,O=C(O)C(=O)O.O=C1CCc2cc(OCCCN3CCCN(c4ccccn4)CC3)ccc2N1
5HT2A,CHEMBL4745124,Antagonist,Cc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2
5HT2A,CHEMBL4776557,Agonist,CCCc1cccc2c1CC[C@@H]1CNCCN21
5HT2A,CHEMBL4764006,Antagonist,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2o1
5HT2A,CHEMBL4747225,Antagonist,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2ccccc2c1
5HT2A,CHEMBL4783987,Modulator,Fc1ccc(CCCCN2CCN(c3ccc(-c4ccccc4)cn3)CC2)cc1
5HT2A,CHEMBL4861794,Modulator,Nc1ccc(C(=O)CCCN2CCN(c3ccccn3)CC2)cc1
5HT2A,CHEMBL4741908,Antagonist,O=C1COc2ccccc2N1CCCCN1CCN(c2cccc3sccc23)CC1
5HT2A,CHEMBL4753808,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)CC4(CCCC4)CC3=O)CC2)CCc2ccc(Cl)cc21
5HT2A,CHEMBL4754651,Antagonist,CCCN(CCCN1CCN(c2ccccn2)CC1)C(=O)c1ccccc1
5HT2A,CHEMBL4776840,Antagonist,O=S(=O)(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1
5HT2A,CHEMBL4867565,Modulator,O=S(=O)(c1cccc(F)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
5HT2A,CHEMBL4866058,Modulator,Clc1ccc2c(c1)CC(CCN1CCN(c3ccccn3)CC1)C2
5HT2A,CHEMBL4784414,Antagonist,Cc1ccc2sc(S(=O)(=O)N[C@H]3CCN(CCCc4noc5ccccc45)C3)cc2c1
5HT2A,CHEMBL5195241,Antagonist,COc1cc2c(cc1OC)-c1c(OC)c(OCc3ccc(Br)cc3)cc3c1[C@H](C2)N(C)CC3
5HT2A,CHEMBL3581251,Antagonist,CCCCC(C)Oc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
5HT2A,CHEMBL3581253,Antagonist,COc1cc2c(cc1OC1CCCCC1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
5HT2A,CHEMBL4861193,Antagonist,CC1CCN(CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1
5HT2A,CHEMBL4751911,Antagonist,O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)CC1CC1
5HT2A,CHEMBL1940418,Modulator,Fc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1
5HT2A,CHEMBL4636332,Agonist,Cc1c(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(F)cc(C(F)(F)F)c2)ccc(C(=O)O)c1F
5HT2A,CHEMBL4790699,Modulator,CC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1F
5HT2A,CHEMBL5094489,Agonist,c1ccc2c(CCN3CCC3)c[nH]c2c1
5HT2A,CHEMBL5085390,Modulator,C[C@H]1C[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CN1CCCc1noc2cc(F)ccc12
5HT2A,CHEMBL5077755,Antagonist,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(Cl)c(Cl)c1
5HT2A,CHEMBL4551344,Antagonist,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccc(C(F)(F)F)cc3-c3ccc(Cl)cc3)CC2)cc1Oc1cnc2[nH]ccc2c1
5HT2A,CHEMBL5080305,Modulator,Cc1cccc(S(=O)(=O)CC2CCN(CCCc3noc4cc(F)ccc34)C2)c1
5HT2A,CHEMBL3580670,Antagonist,CCCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
5HT2A,CHEMBL5197266,Antagonist,Nc1nc(NCCOc2cccc(Cl)c2Cl)nc(NCCc2c[nH]c3ccccc23)n1
5HT2A,CHEMBL4777055,Modulator,CC(=O)Nc1ccc(OCCCN2CCN(c3nsc4ccccc34)CC2)cc1
5HT2A,CHEMBL5197911,Antagonist,COc1ccccc1N1CCN(CCCCCCNc2nc(N)nc(N)n2)CC1
5HT2A,CHEMBL4764468,Antagonist,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1
5HT2A,CHEMBL4785470,Antagonist,c1ccc(-c2c3c(nn2C2CC2)CCNCC3)cc1
5HT2A,CHEMBL5192882,Agonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(C(F)(F)F)c2)CC1
5HT2A,CHEMBL4760655,Antagonist,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1
5HT2A,CHEMBL4775997,Antagonist,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)c(Cl)c1
5HT2A,CHEMBL4800286,Antagonist,O=C(c1ccccc1)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1COC1
5HT2A,CHEMBL5093250,Modulator,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)c(F)c1
5HT2A,CHEMBL4787495,Antagonist,O=S(=O)(c1ccc(F)cc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1
5HT2A,CHEMBL4747208,Antagonist,N#Cc1ccc(S(=O)(=O)N(CCCN2CCC(c3noc4cc(F)ccc34)CC2)C2COC2)cc1
5HT2A,CHEMBL4877603,Modulator,Clc1cccc(-c2n[nH]cc2N2CCCNCC2)c1
5HT2A,CHEMBL3306803,Antagonist,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12
5HT2A,CHEMBL4779912,Modulator,C[C@@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21
5HT2A,CHEMBL4745809,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)[C@@H]3CCCO3)CC2)CCc2ccc(Cl)cc21
5HT2A,CHEMBL5175451,Antagonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCCC(F)F)cc2)CC1
5HT2A,CHEMBL5200155,Antagonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc3c(c2)C=CC(C)(C)O3)CC1
5HT2A,CHEMBL5193914,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cccs1
5HT2A,CHEMBL4873426,Antagonist,Cc1ccc2c(c1)N=C(C1=CCN(C)CC1)c1cc(F)ccc1N2
5HT2A,CHEMBL4876719,Antagonist,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)c(F)c4)CC3)noc2c1
5HT2A,CHEMBL5274312,Antagonist,CC[Si](C#Cc1cccc2c1OC(C(F)(F)F)C([N+](=O)[O-])=C2)(CC)CC
5HT2A,CHEMBL4748107,Antagonist,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1
5HT2A,CHEMBL5191733,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Cl
5HT2A,CHEMBL5180401,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3C1CCCCC1
5HT2A,CHEMBL4783435,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3Cc1ccccc1
5HT2A,CHEMBL5194223,Agonist,Cl.Oc1c(Br)cccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2A,CHEMBL5206761,Agonist,COc1ccccc1C1NCCc2c1[nH]c1ccc(O)cc21.Cl
5HT2A,CHEMBL5176473,Agonist,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(O)cc32)c1
5HT2A,CHEMBL4784751,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)[C@@H]4[C@@H]5CC[C@@H](C5)[C@@H]4C3=O)CC2)CCc2ccc(Cl)cc21
5HT2A,CHEMBL4762024,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)[C@H]4CCCC[C@H]4C3=O)CC2)CCc2ccc(Cl)cc21
5HT2A,CHEMBL4761274,Modulator,CCCC(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(Cl)cc3[C@@H](C)C2)CC1
5HT2A,CHEMBL4799863,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21
5HT2A,CHEMBL4741702,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N3CCOCC3)CC2)CCc2ccc(Cl)cc21
5HT2A,CHEMBL845,Antagonist,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2
5HT2A,CHEMBL4782005,Antagonist,Fc1ccc(-c2c3c(nn2C2CCC2)CCNCC3)cc1
5HT2A,CHEMBL4743582,Antagonist,CC(C)n1nc2c(c1-c1ccc(C#N)cc1)CCNCC2
5HT2A,CHEMBL5181200,Agonist,CC(C)CCc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1
5HT2A,CHEMBL5172822,Agonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)F)cc2)CC1
5HT2A,CHEMBL4205783,Antagonist,Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1
5HT2A,CHEMBL4873100,Modulator,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ncccn2)CC1
5HT2A,CHEMBL5219240,Antagonist,CN1CCN(c2nc(N)nc(C(C)(C)Sc3ccc4ccccc4c3)n2)CC1
5HT2A,CHEMBL4792709,Modulator,CC(=O)N(C)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1
5HT2A,CHEMBL4868447,Antagonist,C/C(=N\Nc1nc2ccccc2n1C)c1ccccn1
5HT2A,CHEMBL5169776,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1
5HT2A,CHEMBL5185474,Agonist,Cl.Oc1cc(Br)ccc1C1NCCc2c1[nH]c1ccc(F)cc21
5HT2A,CHEMBL5080955,Modulator,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)c(Cl)c1
5HT2A,CHEMBL4863980,Antagonist,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)c(Cl)c4)CC3)noc2c1
5HT2A,CHEMBL4861643,Antagonist,CC1CCN(CCc2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1
5HT2A,CHEMBL5190788,Antagonist,N#Cc1cccnc1N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
5HT2A,CHEMBL5171456,Antagonist,COc1ccccc1N1CCN(c2nc(N)nc(NCCc3c[nH]c4ccccc34)n2)CC1
5HT2A,CHEMBL5189520,Antagonist,COc1ccccc1OCCNc1nc(N)nc(NCCc2c[nH]c3ccccc23)n1
5HT2A,CHEMBL5270670,Agonist,COc1cc(C[C@H]2CCC[C@H](c3ccccc3O)N2)c(OC)cc1C#N
5HT2A,CHEMBL4741673,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)[C@@H]3CCCN3)CC2)CCc2ccc(Cl)cc21
5HT2A,CHEMBL4785434,Antagonist,Cn1ccc2cc(S(=O)(=O)N[C@H]3CCN(CCCc4noc5ccccc45)C3)ccc21
5HT2A,CHEMBL4759492,Antagonist,Cn1ccc2cc(S(=O)(=O)N[C@@H]3CCN(CCCc4noc5ccccc45)C3)ccc21
5HT2A,CHEMBL4744007,Antagonist,COc1ccc2cc(S(=O)(=O)N[C@@H]3CCN(CCCc4noc5ccccc45)C3)ccc2c1
5HT2A,CHEMBL4763106,Antagonist,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(Cl)cc2s1
5HT2A,CHEMBL1442422,Modulator,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
5HT2A,CHEMBL5278577,Agonist,COc1cc(CC2CCCC(c3ccccc3O)N2)c(OC)cc1C#N
5HT2A,CHEMBL4751542,Antagonist,Nc1ccc2c(c1)N(CCCCN1CCN(c3cccc4sccc34)CC1)S(=O)(=O)CC2
5HT2A,CHEMBL4761441,Antagonist,CCCN(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1
5HT2A,CHEMBL4776225,Antagonist,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc2ccccc12
5HT2A,CHEMBL4754138,Antagonist,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc2ccccc12
5HT2A,CHEMBL4796647,Antagonist,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)cc1
5HT2A,CHEMBL3581256,Antagonist,COc1cc2c(cc1OCc1ccc(Br)cc1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
5HT2A,CHEMBL5077004,Modulator,CCn1cc(CCN(C)C)c2c(O)cccc21
5HT2A,CHEMBL4282264,Antagonist,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
5HT2A,CHEMBL5198862,Agonist,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(CC(=O)N(C)C)CC2)cc1
5HT2A,CHEMBL5181432,Agonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(CCC(F)(F)F)cc2)CC1
5HT2A,CHEMBL4873319,Antagonist,COc1cc(CN2CCOCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
5HT2A,CHEMBL319706,Modulator,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
5HT2A,CHEMBL4447416,Antagonist,CC(Oc1ccccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1
5HT2A,CHEMBL4872713,Modulator,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccccc2)CC1
5HT2A,CHEMBL3883955,Antagonist,O=c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)nn1-c1c(F)cccc1F
5HT2A,CHEMBL5087742,Modulator,C[C@H]1C[C@H](NS(=O)(=O)c2csc3ccccc23)CN1CCCc1noc2cc(F)ccc12
5HT2A,CHEMBL5076882,Modulator,C[C@H]1C[C@H](NS(=O)(=O)c2cccc(Cl)c2)CN1CCCc1noc2cc(F)ccc12
5HT2A,CHEMBL5182383,Modulator,S=c1n(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)c2cccc3c2n1CCC3
5HT2A,CHEMBL5201464,Modulator,NC(=O)NCCCCCCN1CCN(c2cccc(Cl)c2)CC1
5HT2A,CHEMBL5202054,Modulator,O=c1n(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
5HT2A,CHEMBL5190152,Agonist,[2H]C([2H])(c1c[nH]c2cccc(F)c12)[C@H]1CCCN1C([2H])([2H])[2H]
5HT2A,CHEMBL5181272,Agonist,[2H]C([2H])([2H])N1CCC[C@H]1Cc1c[nH]c2cccc(OCc3ccccc3)c12
5HT2A,CHEMBL5194545,Antagonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc3c(c2)CCC(C)(C)O3)CC1
5HT2A,CHEMBL5188736,Agonist,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(O)cc32)cc1
5HT2A,CHEMBL5177505,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Br
5HT2A,CHEMBL295234,Modulator,CC1=NCCc2c1[nH]c1ccccc21
5HT2A,CHEMBL4795286,Agonist,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1
5HT2A,CHEMBL5191581,Agonist,CC(C)C1Cc2cc(CNC(=O)N(Cc3ccc(F)cn3)C3CCN(C)CC3)ccc2O1
5HT2A,CHEMBL5205849,Agonist,CC(C)c1cc2cc(CNC(=O)N(Cc3ccc(F)cn3)C3CCN(C)CC3)ccc2o1
5HT2A,CHEMBL5192557,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1cncnc1
5HT2A,CHEMBL5204813,Antagonist,COc1cc2c(cc1OC)-c1c(OC)c(OCc3ccccc3)cc3c1[C@H](C2)N(C)CC3
5HT2A,CHEMBL5178994,Antagonist,COc1ccccc1N1CCN(CCCN2CCN(C(=O)c3ccccc3)CC2)CC1
5HT2A,CHEMBL5172819,Antagonist,O=C1CCc2ccc(OCCCCN3CCN(C(=O)c4ccccn4)CC3)cc2N1
5HT2A,CHEMBL5193103,Modulator,O=c1n(CCCCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)nc2ccccn12
5HT2A,CHEMBL5084167,Modulator,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc2ccccc2c1
5HT2A,CHEMBL3417525,Agonist,CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1
5HT2A,CHEMBL4791959,Modulator,CN1CCCCC1CCN1c2ccc(Br)cc2Sc2cc(Br)ccc21.Cl
5HT2A,CHEMBL5184538,Antagonist,COc1ccccc1N1CCN(CCCCNc2nc(N)nc(NCCc3c[nH]c4ccccc34)n2)CC1
5HT2A,CHEMBL5182943,Agonist,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(F)cc32)cc1OC.Cl
5HT2A,CHEMBL5173624,Antagonist,COc1ccc(N2CCN(CCCN3CCN(C(=O)c4ccccc4)CC3)CC2)cc1
5HT2A,CHEMBL3581250,Antagonist,CCCC(C)Oc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
5HT2A,CHEMBL5082267,Modulator,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1cccc(C(F)(F)F)c1
5HT2A,CHEMBL5080719,Modulator,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccccc3o2)CN1CCCc1noc2cc(F)ccc12
5HT2A,CHEMBL5194467,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cc(Cl)ccc1O
5HT2A,CHEMBL5188817,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cc(Br)ccc1O
5HT2A,CHEMBL5183463,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3C1CCCCC1
5HT2A,CHEMBL4790446,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Cl
5HT2A,CHEMBL5209080,Agonist,COc1ccccc1C1NCCc2c1[nH]c1ccc(Cl)cc21.Cl
5HT2A,CHEMBL5170614,Agonist,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)cc1
5HT2A,CHEMBL5194324,Agonist,Cl.Fc1ncccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2A,CHEMBL5177927,Agonist,CCCC1NCCc2c1[nH]c1ccc(Cl)cc21.Cl
5HT2A,CHEMBL5189339,Agonist,Cl.Oc1c(Br)cccc1C1NCCc2c1[nH]c1ccc(F)cc21
5HT2A,CHEMBL5196522,Agonist,Cl.Oc1cc(Cl)ccc1C1NCCc2c1[nH]c1ccc(F)cc21
5HT2A,CHEMBL5200026,Agonist,Oc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(O)c1
5HT2A,CHEMBL5176147,Agonist,COc1cc(CCNC2CCOc3ccccc32)c(OC)cc1Br
5HT2A,CHEMBL5184906,Agonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCC(F)(F)F)cc2)CC1
5HT2A,CHEMBL5198919,Antagonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCC(F)F)cc2)CC1
5HT2A,CHEMBL5184297,Antagonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(C)(C)F)cc2)CC1
5HT2A,CHEMBL5208211,Antagonist,CC(C)Cc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1
5HT2A,CHEMBL4789856,Antagonist,C/C(=N\Nc1nc2ccccc2s1)c1ccccn1
5HT2A,CHEMBL5188950,Antagonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(Cl)c2)CC1
5HT2A,CHEMBL4870675,Modulator,COc1cccc(-c2n[nH]cc2N2CCNCC2)c1
5HT2A,CHEMBL197664,Modulator,CN(C)CCc1cn(C)c2cccc(O)c12
5HT2A,CHEMBL5079070,Modulator,CC(C)N(C)CCc1cn(C)c2cccc(O)c12
5HT2A,CHEMBL5205903,Agonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1
5HT2A,CHEMBL5194786,Agonist,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCC(N(C)C)C2)cc1
5HT2A,CHEMBL49623,Modulator,C[C@@H]([C@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
5HT2A,CHEMBL113830,Modulator,C[C@H]([C@@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
5HT2A,CHEMBL5201983,Modulator,[2H]c1c([2H])c([2H])c([C@@H]2C[C@@H](N3CCNC(C)(C)C3)c3cc(Cl)ccc32)c([2H])c1[2H]
5HT2A,CHEMBL5208882,Antagonist,COc1cc2c(cc1OC)-c1c(OC)c(OC3CCCCC3)cc3c1[C@H](C2)N(C)CC3
5HT2A,CHEMBL5193251,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1
5HT2A,CHEMBL5174331,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccc(Cl)s1
5HT2A,CHEMBL5205884,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3C(c1ccccc1)c1ccccc1
5HT2A,CHEMBL5206340,Agonist,COc1ccc2cc(C3NCCc4c3[nH]c3ccc(F)cc43)ccc2c1.Cl
5HT2A,CHEMBL2387229,Antagonist,Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12
5HT2A,CHEMBL4793296,Modulator,O=C(CCCN1CCN(c2cccnc2)CC1)c1ccc(F)cc1.O=C(O)C(=O)O
5HT2A,CHEMBL5195091,Antagonist,O=C(c1ccccc1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
5HT2A,CHEMBL4752919,Modulator,CC(=O)Nc1ccc(OCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
5HT2A,CHEMBL4760689,Modulator,CC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1C
5HT2A,CHEMBL5188595,Agonist,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CC(N(C)C)C2)cc1
5HT2A,CHEMBL5197737,Antagonist,COc1ccccc1N1CCN(CCCCNc2nc(N)nc(N)n2)CC1
5HT2A,CHEMBL5173703,Agonist,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCCF)cc2)CC1
5HT2A,CHEMBL5183493,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1C(F)(F)F
5HT2A,CHEMBL5179053,Agonist,Cl.Cn1ccnc1C1NCCc2c1[nH]c1ccc(O)cc21
5HT2A,CHEMBL535832,Agonist,Cl.NCCc1c[nH]c2ccc(O)cc12
5HT2A,CHEMBL4802921,Agonist,Cc1cccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1
5HT2A,CHEMBL5181253,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cccs1
5HT2A,CHEMBL5200288,Agonist,Cc1ccc(C2NCCc3c2[nH]c2ccc(O)cc32)cc1.Cl
5HT2A,CHEMBL5203138,Agonist,Cc1cccc(C2NCCc3c2[nH]c2ccc(F)cc32)c1.Cl
5HT2A,CHEMBL5176879,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1
5HT2A,CHEMBL5202120,Antagonist,Nc1nc(N)nc(NCCCCCN2CCN(c3ccccc3)CC2)n1
5HT2A,CHEMBL5171734,Antagonist,Nc1nc(NCCNc2cccc(Cl)c2Cl)nc(NCCc2c[nH]c3ccccc23)n1
5HT2A,CHEMBL5077293,Modulator,COc1ccccc1-c1cc(C2CCNC2)ccc1Cl
